ID,site,ALS,P1,P2,P3,T1,T2,T3,GR1,GR2,GR3,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,CO2_1,CO2_2,CO2_3,pop1,pop2,pop3,GDP1,GDP2,GDP3,area1,area2,area3,light,income
450,2,122.4108685,609.9750214,541.9750214,532.3750153,11.88732028,11.25450611,10.52544045,0.463609694,0.415888548,0.309265869,22.8098,20.86252,22.50034,23.30978,9.335202102,9.157845556,9.705556806,11.11393256,11.2513987,11.31810398,20.3477542,20.45205737,20.85420899,2.938828615,2.902076103,2.797414003,22.3293877,4
451,2,158.2735155,655.6000061,583.9750137,557.3250122,12.23267269,11.6555512,10.8540132,0.478041828,0.449780227,0.202433882,20.14595,17.89236,18.96352,19.61036,10.51665859,10.28470794,10.81486624,11.69445062,11.73919686,11.73594138,20.70967333,20.54040451,20.44126403,2.814320985,2.770386769,2.640672706,16.26821405,4
452,2,93.56509743,840.3499908,789.5000229,717.8500214,12.99685121,12.43246198,11.58367515,0.514113758,0.479251956,0.178355779,22.96885,20.95912,21.40888,21.88298,9.190292004,9.359781976,9.865237456,10.88159561,11.01456243,11.15976544,19.41124684,19.22953884,18.84899377,2.369097052,2.302600924,2.130498267,27.97399349,3
453,2,13.19580052,790.4750061,678,657.8500214,17.62812233,17.36308336,16.74242496,0.227353977,0.217557253,0,16.5668,15.41738,15.54642,14.56354,14.13610433,15.06982169,15.27082848,11.7938894,11.82697772,11.86837471,21.1602717,21.28867695,21.18444303,3.440529742,3.435915765,3.42658533,66.15685096,4
454,2,14.21023324,795.1750183,801.6000061,801.9250183,8.383552551,8.31881249,8.142709255,0.45914492,0.493976615,0.412521273,15.8655,17.1549,17.22484,17.81856,12.2312655,12.16063672,12.44136857,12.84191712,12.88251526,12.89034609,21.74494137,21.1928629,21.52566759,3.92851476,3.87680125,3.797294867,28.23495936,3
455,2,351.8749555,1200.625015,1113.65004,987.0249939,9.168362856,8.646232367,7.791173697,0.48650235,0.493771221,0.403936253,21.49925,21.0031,20.7581,20.845,12.36899576,8.716362549,10.39432229,11.3403943,11.28858146,11.45682205,19.75426354,19.27778121,18.47754315,2.06454713,2.034720246,1.922328518,20.01472448,3
456,2,216.3967328,696.4249878,810.9500122,660.2250214,9.241675138,8.80638361,8.312012315,0.488989646,0.472898732,0.237121587,31.9069,32.31478,32.8205,34.79102,15.0961728,15.69797752,15.92378799,13.40691212,13.44951574,13.45540457,22.66888527,22.20060436,21.83768302,4.574178352,4.481418263,4.299834524,32.09467924,4
457,2,270.9175193,933.4750061,881.5500183,797.0000153,12.60815167,12.01744366,11.17215085,0.533603506,0.534351447,0.318801086,19.03375,18.02494,18.01794,18.78524,9.176142983,9.256242962,10.41158894,11.23144981,11.20165574,11.41396888,19.55164756,19.03550878,18.19391504,2.2970414,2.268687323,2.159007152,17.17777763,3
458,2,11.92920626,706.0000153,613.1750183,564.5750275,17.47718668,17.1677537,16.45851088,0.303053025,0.318080346,0,15.49365,14.44884,14.39696,13.4771,9.446507154,10.00556988,10.00577827,11.18671149,11.21067898,11.2459011,19.81592454,19.93521619,19.83098198,2.373428731,2.36285493,2.351758107,55.5528173,4
459,2,95.76187604,503.5000076,522.3250046,447.5500107,9.532814026,9.304436684,8.937804937,0.479128227,0.456307044,0.342552851,24.88435,25.95072,25.38632,25.72108,14.18671468,14.51842963,14.48245864,14.39733147,14.39539999,14.40413167,24.35826583,23.74644278,23.11784787,5.51116635,5.438127141,5.367576478,40.11614128,4
